public_reference,mileage,reg_code,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
2.02E+14,12669,17,Black,Mercedes-Benz,C Class,USED,2017,24380,Convertible,FALSE,Diesel
2.02E+14,6427,69,Silver,MINI,Hatch,USED,2019,18980,Hatchback,FALSE,Petrol
2.02E+14,10,70,Grey,Abarth,595,USED,2020,18995,Hatchback,FALSE,Petrol
2.02E+14,40500,17,Silver,Mercedes-Benz,C Class,USED,2017,19372,Coupe,FALSE,Diesel
2.02E+14,18995,67,Red,Audi,S3,USED,2017,27799,Saloon,FALSE,Petrol
2.02E+14,4875,69,Grey,SKODA,Fabia,USED,2019,9299,Hatchback,FALSE,Petrol
2.02E+14,80000,60,Black,Volkswagen,Golf,USED,2010,4595,Hatchback,FALSE,Petrol
2.02E+14,10781,68,Silver,SEAT,Leon,USED,2019,14075,Hatchback,FALSE,Petrol
2.02E+14,20429,17,White,Mercedes-Benz,A Class,USED,2017,19265,Hatchback,FALSE,Diesel
2.02E+14,10,70,,Hyundai,i20,USED,2020,17994,Hatchback,FALSE,Petrol
2.02E+14,35000,17,White,BMW,1 Series,USED,2017,15479,Hatchback,FALSE,Diesel
2.02E+14,21000,16,,Alfa Romeo,4C,USED,2016,34541,Coupe,FALSE,Petrol
2.02E+14,23470,62,Grey,Ferrari,F12berlinetta,USED,2013,149990,Coupe,FALSE,Petrol
2.02E+14,70000,14,Black,Toyota,RAV4,USED,2014,10500,SUV,FALSE,Diesel
2.02E+14,10,,Silver,Volkswagen,Polo,NEW,,18437,Hatchback,FALSE,Petrol
2.02E+14,5321,18,White,Citroen,C3,USED,2018,9346,Hatchback,FALSE,Petrol
2.02E+14,32198,12,Grey,BMW,M5,USED,2012,26052,Saloon,FALSE,Petrol
2.02E+14,86000,13,Black,Audi,A6 Avant,USED,2013,10500,Estate,FALSE,Diesel
2.02E+14,39000,17,White,Mercedes-Benz,C Class,USED,2017,22490,Convertible,FALSE,Diesel
2.02E+14,50000,17,Silver,Audi,A4 Avant,USED,2017,15290,Estate,FALSE,Diesel
2.02E+14,15793,67,Blue,Audi,SQ5,USED,2018,39995,SUV,FALSE,Petrol
2.02E+14,74000,,Silver,Mercedes-Benz,SL Class,USED,2004,15950,Convertible,FALSE,Petrol
2.02E+14,19250,19,Black,BMW,8 Series,USED,2019,55980,Coupe,FALSE,Diesel
2.02E+14,23419,17,Grey,Nissan,X-Trail,USED,2017,13000,SUV,FALSE,Diesel
2.02E+14,41984,68,Blue,Volvo,V40,USED,2018,14750,Hatchback,FALSE,Diesel
2.02E+14,10168,17,White,Audi,TT,USED,2017,21990,Coupe,FALSE,Petrol
2.02E+14,59000,63,Blue,Peugeot,Partner Tepee,USED,2013,6499,MPV,FALSE,Diesel
2.02E+14,22257,18,Blue,Honda,CR-V,USED,2018,16990,SUV,FALSE,Diesel
2.02E+14,29942,17,Brown,Land Rover,Range Rover Evoque,USED,2017,26380,SUV,FALSE,Diesel
2.02E+14,9359,19,White,BMW,Z4,USED,2019,35950,Convertible,FALSE,Petrol
2.02E+14,93000,61,Silver,Mercedes-Benz,S Class,USED,2011,10995,Limousine,FALSE,Diesel
2.02E+14,16205,68,Silver,Toyota,RAV4,USED,2018,21495,SUV,FALSE,Petrol Hybrid
2.02E+14,3039,69,White,BMW,4 Series,USED,2019,35917,Convertible,FALSE,Diesel
2.02E+14,51355,63,Grey,BMW,1 Series,USED,2013,7933,Coupe,FALSE,Diesel
2.02E+14,19079,67,White,Volkswagen,Polo,USED,2017,10140,Hatchback,FALSE,Petrol
2.02E+14,19000,67,Blue,Mercedes-Benz,C Class,USED,2017,17000,Saloon,FALSE,Petrol
2.02E+14,15153,68,Blue,Mazda,Mazda2,USED,2018,10781,Hatchback,FALSE,Petrol
2.02E+14,5550,18,White,Toyota,AYGO,USED,2018,7995,Hatchback,FALSE,Petrol
2.02E+14,72000,5,Silver,Mercedes-Benz,SLK,USED,2005,4777,Convertible,FALSE,Petrol
2.02E+14,2857,20,White,BMW,M4,USED,2020,48995,Coupe,FALSE,Petrol
2.02E+14,13849,19,Blue,Volkswagen,Passat,USED,2019,17990,Estate,FALSE,Petrol
2.02E+14,12079,68,Red,SEAT,Leon,USED,2018,14290,Hatchback,FALSE,Petrol
2.02E+14,5574,69,Blue,Toyota,C-HR,USED,2019,21400,SUV,FALSE,Petrol Hybrid
2.02E+14,25350,18,Blue,Vauxhall,Corsa,USED,2018,8500,Hatchback,FALSE,Petrol
2.02E+14,3461,69,White,Volvo,XC40,USED,2019,32000,SUV,FALSE,Diesel
2.02E+14,100,70,Blue,Dacia,Duster,USED,2020,15995,SUV,FALSE,Diesel
2.02E+14,57000,14,Black,Citroen,C4 Picasso,USED,2014,7495,MPV,FALSE,Diesel
2.02E+14,42000,17,Grey,Audi,A3,USED,2017,16270,Hatchback,FALSE,Diesel
2.02E+14,7039,69,White,Peugeot,308,USED,2019,14996,Hatchback,FALSE,Diesel
2.02E+14,6000,20,Grey,Kia,Niro,USED,2020,23999,SUV,FALSE,Petrol Hybrid
2.02E+14,0,,Black,Peugeot,2008,NEW,,23325,SUV,FALSE,Petrol
2.02E+14,16000,19,Grey,Volkswagen,Touareg,USED,2019,44000,SUV,FALSE,Diesel
2.02E+14,20805,67,Black,Vauxhall,Corsa,USED,2018,7600,Hatchback,FALSE,Petrol
2.02E+14,17204,67,Black,Suzuki,SX4 S-Cross,USED,2017,12395,SUV,FALSE,Petrol
2.02E+14,75822,63,White,Mercedes-Benz,A Class,USED,2013,10499,Hatchback,FALSE,Petrol
2.02E+14,86629,64,Grey,Audi,Q5,USED,2014,14300,SUV,FALSE,Diesel
2.02E+14,37000,65,Grey,Vauxhall,Corsa,USED,2015,5895,Hatchback,FALSE,Petrol
2.02E+14,32687,67,White,Mercedes-Benz,GLC Class,USED,2017,24799,SUV,FALSE,Diesel
2.02E+14,20553,67,Grey,MINI,Hatch,USED,2017,13500,Hatchback,FALSE,Petrol
2.02E+14,26149,68,White,Vauxhall,Astra,USED,2018,10999,Hatchback,FALSE,Petrol
2.02E+14,25900,66,Black,BMW,7 Series,USED,2016,29495,Saloon,FALSE,Diesel
2.02E+14,25500,18,White,Volkswagen,Golf,USED,2018,18495,Hatchback,FALSE,Petrol Plug-in Hybrid
2.02E+14,74000,61,White,Nissan,Qashqai,USED,2012,6480,SUV,FALSE,Diesel
2.02E+14,50,,Black,Volkswagen,Tiguan Allspace,NEW,,39333,SUV,FALSE,Petrol
2.02E+14,0,,,Jaguar,F-Type,NEW,,58712,Convertible,FALSE,Petrol
2.02E+14,15804,69,Red,Mercedes-Benz,A Class,USED,2019,19691,Hatchback,FALSE,Diesel
2.02E+14,61500,63,Silver,Nissan,Qashqai,USED,2014,7650,SUV,FALSE,Diesel
2.02E+14,14421,67,Green,Volkswagen,Golf,USED,2017,14000,Hatchback,FALSE,Petrol
2.02E+14,129000,59,Red,Toyota,Prius,USED,2009,5295,Hatchback,FALSE,Petrol Hybrid
2.02E+14,49000,65,Black,Audi,A3,USED,2016,13950,Hatchback,FALSE,Diesel
2.02E+14,124460,6,Black,Volkswagen,Polo,USED,2006,1250,Hatchback,FALSE,Petrol
2.02E+14,11442,67,Grey,BMW,1 Series,USED,2017,14480,Hatchback,FALSE,Petrol
2.02E+14,24774,67,Black,Nissan,Qashqai,USED,2017,14000,SUV,FALSE,Diesel
2.02E+14,70978,60,Silver,Lexus,IS 250,USED,2011,7300,Saloon,FALSE,Petrol
2.02E+14,7900,68,Silver,BMW,3 Series,USED,2018,22490,Saloon,FALSE,Petrol
2.02E+14,107200,66,Blue,Mercedes-Benz,C Class,USED,2016,12695,Estate,FALSE,Petrol Plug-in Hybrid
2.02E+14,7200,68,White,Audi,S3,USED,2019,26950,Hatchback,FALSE,Petrol
2.02E+14,60440,12,Blue,Hyundai,ix20,USED,2012,4799,Hatchback,FALSE,Diesel
2.02E+14,0,,Orange,Renault,Clio,NEW,,21000,Hatchback,FALSE,Petrol
2.02E+14,100,70,Grey,Volkswagen,T-Roc,USED,2020,24290,SUV,FALSE,Diesel
2.02E+14,114079,62,Grey,Volkswagen,CC,USED,2013,5495,Saloon,FALSE,Diesel
2.02E+14,48852,17,Black,BMW,5 Series,USED,2017,18000,Estate,FALSE,Diesel
2.02E+14,5,,White,Vauxhall,Corsa,NEW,,29555,Hatchback,FALSE,Electric
2.02E+14,526,20,White,Nissan,Qashqai,USED,2020,24495,SUV,FALSE,Petrol
2.02E+14,13000,,White,Ferrari,599,USED,2017,79949,Coupe,FALSE,Petrol
2.02E+14,67000,52,Blue,Audi,A4 Cabriolet,USED,2002,2550,Convertible,FALSE,Petrol
2.02E+14,0,,Red,Volvo,XC40,NEW,,44105,SUV,FALSE,Petrol Plug-in Hybrid
2.02E+14,32600,17,Blue,Audi,A1,USED,2017,11190,Hatchback,FALSE,Petrol
2.02E+14,16650,67,Blue,Kia,Venga,USED,2017,9995,MPV,FALSE,Petrol
2.02E+14,138810,53,Blue,Jaguar,X-Type,USED,2003,1395,Saloon,FALSE,Diesel
2.02E+14,39038,7,Grey,Porsche,Cayman,USED,2007,17990,Coupe,FALSE,Petrol
2.02E+14,87000,14,White,BMW,M3,USED,2014,27995,Saloon,FALSE,Petrol
2.02E+14,101466,63,White,BMW,1 Series,USED,2013,6795,Hatchback,FALSE,Diesel
2.02E+14,37204,62,Black,Kia,Venga,USED,2012,4495,Hatchback,FALSE,Petrol
2.02E+14,10,,White,Volkswagen,Polo,NEW,,20841,Hatchback,FALSE,Petrol
2.02E+14,37077,68,Grey,Vauxhall,Insignia,USED,2019,14995,Hatchback,FALSE,Diesel
2.02E+14,32744,66,White,Volkswagen,Polo,USED,2016,10295,Hatchback,FALSE,Petrol
2.02E+14,24000,64,Orange,MINI,Hatch,USED,2014,12000,Hatchback,FALSE,Petrol
2.02E+14,12624,9,Blue,Mazda,Mazda2,USED,2009,3599,Hatchback,FALSE,Petrol
2.02E+14,42491,65,Blue,Audi,Q5,USED,2015,19450,SUV,FALSE,Diesel
2.02E+14,4251,20,Black,BMW,3 Series,USED,2020,31950,Saloon,FALSE,Diesel
2.02E+14,57620,63,Black,Audi,A1,USED,2014,7600,Hatchback,FALSE,Diesel
2.02E+14,34000,17,Black,Volvo,XC60,USED,2017,16999,SUV,FALSE,Diesel
2.02E+14,9591,18,White,Audi,A3,USED,2018,22101,Hatchback,FALSE,Petrol
2.02E+14,11410,68,Silver,Volvo,S90,USED,2018,22950,Saloon,FALSE,Diesel
2.02E+14,66113,62,White,Citroen,C3,USED,2013,4000,Hatchback,FALSE,Diesel
2.02E+14,19453,18,Orange,Nissan,Micra,USED,2018,9999,Hatchback,FALSE,Petrol
2.02E+14,102000,51,,BMW,3 Series,USED,2001,1590,Coupe,FALSE,Petrol
2.02E+14,24807,68,Blue,MINI,Clubman,USED,2018,17491,Estate,FALSE,Petrol
2.02E+14,53000,15,White,Suzuki,Vitara,USED,2015,8495,SUV,FALSE,Petrol
2.02E+14,89000,62,Blue,Audi,A4,USED,2012,5850,Saloon,FALSE,Diesel
2.02E+14,33872,67,Blue,Hyundai,Tucson,USED,2017,15395,SUV,FALSE,Petrol
2.02E+14,29349,17,White,Mitsubishi,ASX,USED,2017,11000,SUV,FALSE,Petrol
2.02E+14,42553,15,Blue,BMW,4 Series,USED,2015,14995,Coupe,FALSE,Diesel
2.02E+14,90400,64,Grey,Nissan,Qashqai,USED,2014,7500,SUV,FALSE,Petrol
2.02E+14,27262,67,White,Dacia,Logan MCV,USED,2017,5243,Estate,FALSE,Petrol
2.02E+14,38837,65,White,Volvo,XC90,USED,2015,28000,SUV,FALSE,Diesel
2.02E+14,0,,Black,MG,MG ZS,NEW,,23540,SUV,FALSE,Electric
2.02E+14,41600,64,Silver,Mercedes-Benz,CLS,USED,2014,20750,Coupe,FALSE,Diesel
2.02E+14,9336,68,Black,Mercedes-Benz,A Class,USED,2019,22707,Hatchback,FALSE,Diesel
2.02E+14,11900,19,Green,Fiat,500,USED,2019,8990,Hatchback,FALSE,Petrol
2.02E+14,10,,Brown,Kia,Ceed,NEW,,15915,Hatchback,FALSE,Diesel
2.02E+14,62720,64,White,Mercedes-Benz,A Class,USED,2014,10500,Hatchback,FALSE,Diesel
2.02E+14,84000,59,Blue,Renault,Scenic,USED,2010,2295,MPV,FALSE,Diesel
2.02E+14,60000,6,Silver,SKODA,Fabia,USED,2006,1595,Hatchback,FALSE,Petrol
2.02E+14,26806,67,Grey,MINI,Hatch,USED,2018,12490,Hatchback,FALSE,Petrol
2.02E+14,71800,8,Silver,Mercedes-Benz,B Class,USED,2008,2750,Hatchback,FALSE,Petrol
2.02E+14,13000,68,White,Honda,Civic,USED,2018,16195,Hatchback,FALSE,Petrol
2.02E+14,45000,63,Blue,Audi,Q3,USED,2013,13475,SUV,FALSE,Petrol
2.02E+14,10,,Silver,Mercedes-Benz,A Class,NEW,,27820,Hatchback,FALSE,Petrol
2.02E+14,32000,12,White,Vauxhall,Corsa,USED,2012,4495,Hatchback,FALSE,Petrol
2.02E+14,33000,66,Blue,Audi,A3,USED,2016,18000,Saloon,FALSE,Diesel
2.02E+14,24786,68,Red,Peugeot,3008,USED,2018,23995,SUV,FALSE,Diesel
2.02E+14,73000,10,White,Fiat,500,USED,2010,3500,Hatchback,FALSE,Petrol
2.02E+14,79000,63,White,Audi,A4 Allroad,USED,2013,11495,Estate,FALSE,Diesel
2.02E+14,44217,67,Grey,Volkswagen,Passat,USED,2017,11074,Saloon,FALSE,Diesel
2.02E+14,16909,66,Blue,Audi,A1,USED,2016,11250,Hatchback,FALSE,Petrol
2.02E+14,104000,63,Black,BMW,X1,USED,2013,6745,SUV,FALSE,Diesel
2.02E+14,32000,68,Grey,Mercedes-Benz,GLA Class,USED,2019,18490,SUV,FALSE,Petrol
2.02E+14,20820,66,Red,Audi,A3,USED,2016,17495,Hatchback,FALSE,Petrol
2.02E+14,12184,63,Blue,Audi,R8,USED,2013,49995,Convertible,FALSE,Petrol
2.02E+14,50295,14,Red,Land Rover,Range Rover Sport,USED,2014,26950,SUV,FALSE,Diesel
2.02E+14,16936,18,Grey,SKODA,Superb,USED,2018,22000,Estate,FALSE,Petrol
2.02E+14,2651,20,Black,BMW,5 Series,USED,2020,31990,Saloon,FALSE,Diesel Hybrid
2.02E+14,33157,17,Grey,Mazda,MX-5 RF,USED,2017,15990,Convertible,FALSE,Petrol
2.02E+14,54000,9,Silver,Chevrolet,Aveo,USED,2009,1695,Hatchback,FALSE,Petrol
2.02E+14,18715,68,White,Volvo,V40,USED,,16950,,FALSE,Petrol
2.02E+14,42676,16,Black,Kia,Sportage,USED,2016,12949,SUV,FALSE,Diesel
2.02E+14,134000,56,Silver,Land Rover,Freelander 2,USED,2007,2999,SUV,FALSE,Diesel
2.02E+14,75000,8,Silver,Kia,Carens,USED,2008,1750,MPV,FALSE,Diesel
2.02E+14,22700,17,White,Nissan,X-Trail,USED,2017,14950,SUV,FALSE,Petrol
2.02E+14,11098,69,Red,Renault,Kadjar,USED,2019,16799,SUV,FALSE,Petrol
2.02E+14,32259,68,Multicolour,Renault,Captur,USED,2019,10690,SUV,FALSE,Petrol
2.02E+14,45000,65,White,SKODA,Yeti,USED,2015,9500,SUV,FALSE,Petrol
2.02E+14,10165,69,Grey,BMW,8 Series,USED,2019,53950,Coupe,FALSE,Petrol
2.02E+14,16635,17,Silver,MINI,Hatch,USED,2017,12685,Hatchback,FALSE,Diesel
2.02E+14,59443,16,Black,Honda,CR-V,USED,2016,11000,SUV,FALSE,Diesel
2.02E+14,19823,67,White,SKODA,Superb,USED,2017,18495,Hatchback,FALSE,Diesel
2.02E+14,46512,17,Blue,Jaguar,XE,USED,2017,15495,Saloon,FALSE,Petrol
2.02E+14,45012,66,Black,Nissan,Juke,USED,2016,8945,SUV,FALSE,Diesel
2.02E+14,16139,19,Grey,SEAT,Leon,USED,2019,14110,Hatchback,FALSE,Petrol
2.02E+14,82000,57,Black,Peugeot,207,USED,2007,1590,Hatchback,FALSE,Diesel
2.02E+14,32000,14,Black,Vauxhall,Meriva,USED,2014,4999,MPV,FALSE,Petrol
2.02E+14,10,,Black,Mercedes-Benz,A Class,NEW,,30424,Hatchback,FALSE,Petrol
2.02E+14,14000,67,Silver,SKODA,Kodiaq,USED,2017,22998,SUV,FALSE,Petrol
2.02E+14,1595,20,Black,Land Rover,Discovery Sport,USED,2020,37991,SUV,FALSE,Diesel
2.02E+14,67063,62,Silver,Vauxhall,Corsa,USED,2012,2900,Hatchback,FALSE,Petrol
2.02E+14,102633,7,Grey,Land Rover,Defender 90,USED,2007,19995,SUV,FALSE,Diesel
2.02E+14,74423,63,White,Nissan,Juke,USED,2014,5295,SUV,FALSE,Petrol
2.02E+14,94000,5,Gold,Land Rover,Freelander,USED,2005,2195,SUV,FALSE,Diesel
2.02E+14,49097,61,Silver,SKODA,Fabia,USED,2011,3192,Hatchback,FALSE,Petrol
2.02E+14,158000,7,Grey,Audi,A4,USED,2007,1999,Saloon,FALSE,Diesel
2.02E+14,56500,61,Grey,Volkswagen,Golf,USED,2011,6749,Hatchback,FALSE,Diesel
2.02E+14,42775,17,Black,Audi,A3,USED,2017,12300,Hatchback,FALSE,Petrol
2.02E+14,39209,18,White,BMW,3 Series,USED,2018,17991,Saloon,FALSE,Diesel
2.02E+14,87000,10,Silver,Audi,A5,USED,2010,6795,Coupe,FALSE,Petrol
2.02E+14,16560,18,Black,BMW,5 Series,USED,2018,25000,Saloon,FALSE,Diesel
2.02E+14,76500,54,Grey,Honda,CR-V,USED,2004,2250,SUV,FALSE,Petrol
2.02E+14,10,,Grey,Audi,A3,NEW,,36142,Hatchback,FALSE,Petrol Plug-in Hybrid
2.02E+14,0,,Grey,Audi,A6 Saloon,NEW,,53396,Saloon,FALSE,Petrol Plug-in Hybrid
2.02E+14,281500,6,Silver,Volkswagen,Caravelle,USED,2006,7650,MPV,TRUE,Diesel
2.02E+14,37520,64,White,Audi,Q3,USED,2014,12000,SUV,FALSE,Diesel
2.02E+14,40000,16,White,Citroen,C4 Cactus,USED,2016,7695,Hatchback,FALSE,Diesel
2.02E+14,136000,60,Black,Vauxhall,Meriva,USED,2010,1895,MPV,FALSE,Petrol
2.02E+14,30936,16,Grey,Jaguar,XF,USED,2016,14300,Saloon,FALSE,Diesel
2.02E+14,77000,12,Silver,Mazda,Mazda6,USED,2012,3795,Hatchback,FALSE,Diesel
2.02E+14,51500,17,Silver,Lexus,IS 300,USED,2017,18950,Saloon,FALSE,Petrol Hybrid
2.02E+14,20849,17,White,Mitsubishi,ASX,USED,2017,13700,SUV,FALSE,Diesel
2.02E+14,112000,60,Grey,Nissan,Micra,USED,2010,1999,Hatchback,FALSE,Petrol
2.02E+14,27119,65,Black,Land Rover,Range Rover Evoque,USED,2015,21000,SUV,FALSE,Diesel
2.02E+14,67292,63,Red,Audi,TT,USED,2013,11990,Coupe,FALSE,Diesel
2.02E+14,42000,15,Blue,DS AUTOMOBILES,DS 3,USED,2015,5995,Hatchback,FALSE,Petrol
2.02E+14,43000,14,Orange,Vauxhall,Mokka,USED,2014,7995,Hatchback,FALSE,Petrol
2.02E+14,21650,67,Silver,SEAT,Leon,USED,2017,11078,Hatchback,FALSE,Diesel
2.02E+14,52123,4,Silver,Toyota,Corolla,USED,2004,1795,Hatchback,FALSE,Petrol
2.02E+14,15038,19,Grey,Citroen,C3,USED,2019,10900,Hatchback,FALSE,Petrol
2.02E+14,39175,15,Blue,Citroen,C3,USED,2015,5200,Hatchback,FALSE,Petrol
2.02E+14,27951,65,Red,Vauxhall,ADAM,USED,2015,5699,Hatchback,FALSE,Petrol
2.02E+14,36800,65,White,Renault,Kadjar,USED,2016,10995,SUV,FALSE,Diesel
2.02E+14,10,,Black,BMW,5 Series,NEW,,51395,Estate,FALSE,
2.02E+14,71000,16,Brown,Vauxhall,Insignia,USED,2016,7995,Hatchback,FALSE,Diesel
2.02E+14,10963,19,White,Volkswagen,Polo,USED,2019,12750,Hatchback,FALSE,Petrol
2.02E+14,9058,69,Grey,Volkswagen,Golf,USED,2019,17890,Hatchback,FALSE,Petrol
2.02E+14,9885,63,White,Hyundai,i10,USED,2014,4995,Hatchback,FALSE,Petrol
2.02E+14,4998,69,Blue,Volkswagen,Tiguan Allspace,USED,2020,30989,SUV,FALSE,Diesel
2.02E+14,21000,59,Blue,Rolls-Royce,Phantom,USED,2009,139990,Limousine,FALSE,Petrol
2.02E+14,151000,59,Black,Volkswagen,Transporter Sportline,USED,2009,13000,Combi Van,TRUE,Diesel
2.02E+14,24002,66,Red,Vauxhall,Corsa,USED,2016,7490,Hatchback,FALSE,Petrol
2.02E+14,50000,11,Blue,Porsche,Panamera,USED,2011,36497,Hatchback,FALSE,Petrol
2.02E+14,5000,69,Black,Audi,A3,USED,2019,18000,Hatchback,FALSE,Diesel
2.02E+14,2134,69,White,Mercedes-Benz,E Class,USED,2019,46899,Convertible,FALSE,Petrol
2.02E+14,71000,14,Blue,Citroen,C3,USED,2014,4695,Hatchback,FALSE,Diesel
2.02E+14,5,69,Grey,Honda,CR-V,USED,2019,26490,SUV,FALSE,Petrol
2.02E+14,200,70,Green,Subaru,Forester,USED,2020,39885,SUV,FALSE,Petrol Hybrid
2.02E+14,24412,16,Blue,Land Rover,Range Rover Sport,USED,2016,58995,SUV,FALSE,Petrol
2.02E+14,5,,Blue,SKODA,Kamiq,NEW,,24335,SUV,FALSE,Petrol
2.02E+14,74000,8,Black,Audi,A5,USED,2008,4795,Coupe,FALSE,Petrol
2.02E+14,5142,69,White,Vauxhall,Astra,USED,2020,13697,Hatchback,FALSE,Petrol
2.02E+14,10,,Silver,Mercedes-Benz,E Class,NEW,,45591,Convertible,FALSE,Diesel
2.02E+14,69640,12,Blue,Vauxhall,Corsa,USED,2012,5000,Hatchback,FALSE,Petrol
2.02E+14,10165,19,White,Toyota,Prius,USED,2019,20490,Hatchback,FALSE,Petrol Hybrid
2.02E+14,0,,Blue,DS AUTOMOBILES,DS 3 CROSSBACK,NEW,,23995,SUV,FALSE,Diesel
2.02E+14,42800,63,Black,Chevrolet,Trax,USED,2013,4850,Hatchback,FALSE,Diesel
2.02E+14,0,,Grey,Fiat,500,NEW,,12345,Hatchback,FALSE,Petrol
2.02E+14,32500,18,Yellow,Volkswagen,Golf,USED,2018,12500,Hatchback,FALSE,Petrol
2.02E+14,76000,,White,Aston Martin,DB4,USED,2018,495000,Saloon,FALSE,Petrol
2.02E+14,0,,Green,SKODA,Karoq,NEW,,24970,SUV,FALSE,Diesel
2.02E+14,134000,54,Silver,Toyota,Avensis,USED,2004,998,Hatchback,FALSE,Petrol
2.02E+14,0,,Blue,SsangYong,Musso,NEW,,25631,Pickup,TRUE,Diesel
2.02E+14,0,,Silver,Audi,S7,NEW,,93073,Hatchback,FALSE,Diesel
2.02E+14,87000,62,Black,Audi,A3,USED,2012,5389,Hatchback,FALSE,Diesel
2.02E+14,77000,63,White,BMW,5 Series,USED,2014,10000,Saloon,FALSE,Diesel
2.02E+14,52000,14,Brown,Volkswagen,CC,USED,2014,9990,Saloon,FALSE,Diesel
2.02E+14,5000,19,Red,Toyota,Yaris,USED,2019,14335,Hatchback,FALSE,Petrol Hybrid
2.02E+14,45000,65,White,BMW,X3,USED,2015,18499,SUV,FALSE,Diesel
2.02E+14,5,,Grey,Vauxhall,Corsa,NEW,,20560,Hatchback,FALSE,Petrol
2.02E+14,94046,10,White,BMW,Alpina D3 Bi-Turbo,USED,2010,9000,Saloon,FALSE,Diesel
2.02E+14,58000,66,Blue,Dodge,RAM,USED,2016,32000,Pickup,FALSE,Petrol
2.02E+14,20,,White,Audi,A5,NEW,,42750,Coupe,FALSE,Petrol
2.02E+14,22897,67,Blue,Honda,Jazz,USED,2017,9395,Hatchback,FALSE,Petrol
2.02E+14,2639,69,Silver,Citroen,C3 Aircross,USED,2019,12490,SUV,FALSE,Petrol
2.02E+14,50000,66,Blue,Toyota,Avensis,USED,2016,8995,Estate,FALSE,Diesel
2.02E+14,47264,65,Black,Vauxhall,Astra,USED,2015,6385,Hatchback,FALSE,Petrol
2.02E+14,10,,Silver,Suzuki,SX4 S-Cross,NEW,,27699,SUV,FALSE,Petrol
2.02E+14,30000,15,Yellow,Nissan,Juke,USED,2015,7489,SUV,FALSE,Petrol
2.02E+14,37527,66,,Renault,Captur,USED,2016,7912,SUV,FALSE,Diesel
2.02E+14,15774,17,Blue,Vauxhall,Meriva,USED,2017,8836,MPV,FALSE,Petrol
2.02E+14,6000,69,White,Kia,Sorento,USED,2020,31290,SUV,FALSE,Diesel
2.02E+14,10,,Blue,BMW,3 Series,NEW,,39425,Saloon,FALSE,Diesel
2.02E+14,20,,Blue,MG,MG HS,NEW,,23244,SUV,FALSE,Petrol
2.02E+14,154000,4,Blue,Mercedes-Benz,E Class,USED,2004,2900,Saloon,FALSE,Diesel
2.02E+14,25500,18,Black,Mercedes-Benz,A Class,USED,2018,16100,Hatchback,FALSE,Diesel
2.02E+14,4708,17,Red,Peugeot,3008,USED,2017,20000,SUV,FALSE,Petrol
2.02E+14,19742,67,White,Volkswagen,Golf,USED,2017,22700,Estate,FALSE,Petrol
2.02E+14,17008,19,Grey,Vauxhall,Astra,USED,2019,11995,Hatchback,FALSE,Petrol
2.02E+14,45000,14,White,Volkswagen,Scirocco,USED,2014,10475,Coupe,FALSE,Diesel
2.02E+14,64500,63,Silver,Toyota,Estima,USED,2014,11995,MPV,FALSE,Petrol
2.02E+14,17500,19,Bronze,Peugeot,Rifter,USED,2019,13150,MPV,FALSE,Petrol
2.02E+14,54000,10,Black,Honda,CR-V,USED,2010,8495,SUV,FALSE,Petrol
2.02E+14,28454,17,Red,DS AUTOMOBILES,DS 3,USED,2017,9495,Hatchback,FALSE,Petrol
2.02E+14,3621,69,Blue,Toyota,C-HR,USED,2019,23907,SUV,FALSE,Petrol Hybrid
2.02E+14,31216,67,Black,BMW,1 Series,USED,2017,13000,Hatchback,FALSE,Petrol
2.02E+14,43000,58,Black,Aston Martin,DB9,USED,2008,36395,Coupe,FALSE,Petrol
2.02E+14,7,20,Blue,Renault,Zoe,USED,2020,25500,Hatchback,FALSE,Electric
2.02E+14,132522,,Blue,Porsche,911,USED,1990,34950,Convertible,FALSE,Petrol
2.02E+14,10,,Black,Audi,Q2,NEW,,27820,SUV,FALSE,Petrol
2.02E+14,53562,16,Grey,Audi,A4 Avant,USED,2016,16000,Estate,FALSE,Diesel
2.02E+14,17508,19,Grey,Vauxhall,Mokka X,USED,2019,11790,SUV,FALSE,Petrol
2.02E+14,3048,19,Blue,Volkswagen,Sharan,USED,2019,21625,MPV,FALSE,Diesel
2.02E+14,17407,68,Yellow,Volkswagen,T-Roc,USED,2019,18900,SUV,FALSE,Diesel
2.02E+14,9557,69,Blue,Volvo,V90,USED,2019,41990,Estate,FALSE,Petrol Plug-in Hybrid
2.02E+14,33927,65,Black,Volvo,XC60,USED,2015,17283,SUV,FALSE,Diesel
2.02E+14,3826,20,Black,Hyundai,Ioniq,USED,2020,21985,Hatchback,FALSE,Petrol Hybrid
2.02E+14,20945,16,Black,SEAT,Mii,USED,2016,7000,Hatchback,FALSE,Petrol
2.02E+14,58000,14,Grey,Mercedes-Benz,M Class,USED,2014,16340,SUV,FALSE,Diesel
2.02E+14,48678,16,Red,Mercedes-Benz,GLA Class,USED,2016,16800,SUV,FALSE,Diesel
2.02E+14,12719,67,Red,MINI,Hatch,USED,2017,16950,Hatchback,FALSE,Petrol
2.02E+14,15026,68,Red,Vauxhall,Corsa,USED,2018,9000,Hatchback,FALSE,Petrol
2.02E+14,40629,17,Grey,Volvo,XC90,USED,2017,36500,SUV,FALSE,Petrol Plug-in Hybrid
